,train_loss,test_loss,ram_usage,runtime,train_misclass,train_sensitivity,train_specificity,train_auc,test_misclass,test_sensitivity,test_specificity,test_auc,train_sample_misclass,test_sample_misclass
0,5.689876137642354,4.907579839764909,36.37010432,0.0,0.5064397424103035,0.0,1.0,0.3537764956537859,0.4511970534069981,0.0,1.0,0.4048897411313518,0.5061607440330123,0.4495875542314245
1,0.4740956727051197,0.5658376412015504,36.4389376,492.84878277778625,0.1867525298988041,0.6612170753860127,0.9692451071761417,0.9194699726504669,0.22099447513812154,0.5836734693877551,0.9395973154362416,0.8671825777290783,0.2248072782718903,0.24363005368439172
2,0.5247059579432275,0.651563501643095,36.471250944,489.5452425479889,0.18169273229070837,0.6684831970935513,0.9720410065237651,0.9278957619651031,0.2136279926335175,0.6163265306122448,0.9261744966442953,0.8720175318449528,0.20930136379083963,0.23179449125039242
3,0.4192447640092402,0.6256254280436108,36.439945216,489.1473181247711,0.13155473781048754,0.8646684831970936,0.8723205964585274,0.9360913107037321,0.18416206261510126,0.8530612244897959,0.785234899328859,0.8884536364881525,0.18617290461197444,0.2314611925957092
4,0.4343668269144911,0.6772559496300373,36.440588288,489.11940813064575,0.1476540938362465,0.9009990917347865,0.8024231127679403,0.9400849689302193,0.2117863720073665,0.8857142857142857,0.7080536912751678,0.8930694425421175,0.19314147849875007,0.24169513845220902
5,0.39810097769394925,0.5338674605272968,36.44116992,486.4631962776184,0.13109475620975164,0.8219800181653043,0.9170549860205033,0.9399309108977437,0.1694290976058932,0.8081632653061225,0.8489932885906041,0.8980139706889467,0.1791679118798266,0.2130417503327463
6,0.38163319791065575,0.5194844205204299,36.441698304,484.2524025440216,0.12557497700092002,0.8001816530426885,0.9506057781919851,0.9457791908228816,0.1694290976058932,0.763265306122449,0.8859060402684564,0.8928639912340776,0.16846765834938038,0.20887118231793944
7,0.3837842570943133,0.4981562904845468,36.442079232,484.5497043132782,0.1205151793928243,0.8419618528610354,0.9179869524697111,0.9465240868040831,0.1712707182320442,0.8285714285714286,0.8288590604026845,0.90061635392412,0.16978869460587243,0.21171664228419984
8,0.38677707293432667,0.586412322874553,36.441972736,478.4270398616791,0.11821527138914445,0.812897366030881,0.9524697110904008,0.9476972979744755,0.1675874769797422,0.7877551020408163,0.8691275167785235,0.8961923024243255,0.166809962264315,0.20289605089966545
9,0.3881712749199182,0.5786131343412904,36.441710592,481.11182403564453,0.125114995400184,0.8891916439600364,0.8602050326188257,0.947778559354243,0.20257826887661146,0.8693877551020408,0.738255033557047,0.8992603752910561,0.17304523662388727,0.22731904266057057
10,0.3770732021811501,0.5751335343190369,36.441972736,482.02978682518005,0.1209751609935602,0.8692098092643051,0.8890959925442684,0.9487223764213335,0.1896869244935543,0.8571428571428571,0.7718120805369127,0.8966169017942748,0.16642479056155213,0.22165153848915864
11,0.37366960562429186,0.5229722139161408,36.442169344,483.7737476825714,0.13017479300827972,0.7838328792007266,0.9580615097856477,0.9502917368180922,0.17679558011049723,0.763265306122449,0.87248322147651,0.8960416381317626,0.16639632244588054,0.20214811220783624
12,0.36136825708443265,0.5543799902614881,36.442259456,483.0740761756897,0.10855565777368903,0.8501362397820164,0.9338303821062441,0.9526999516664085,0.1731123388581952,0.8285714285714286,0.825503355704698,0.8965621147787974,0.15975164373960393,0.21123130997219874
13,0.3689390644360723,0.4973315976760668,36.442759168,479.8660957813263,0.11683532658693652,0.8147138964577657,0.9534016775396086,0.9497643843223096,0.1712707182320442,0.7877551020408163,0.8624161073825504,0.8947404465141762,0.16197025836998702,0.20633635712749065
14,0.36035169141325796,0.5154438030356676,36.443283456,477.76702642440796,0.12005519779208829,0.7974568574023615,0.9645852749301025,0.9543040174441095,0.17679558011049723,0.7551020408163265,0.8791946308724832,0.8974250102725655,0.15829097667493497,0.20423174667767785
15,0.37169777363801537,0.5385026143243882,36.4430336,477.0733211040497,0.10763569457221711,0.860127157129882,0.9254426840633737,0.9547331791060064,0.17863720073664824,0.8326530612244898,0.8120805369127517,0.9085193809067251,0.15819365787994566,0.2026670950860967
16,0.35712124504225506,0.5165814623179852,36.442759168,476.8361864089966,0.1163753449862005,0.8056312443233424,0.9636533084808947,0.9571024562098507,0.16206261510128916,0.7714285714285715,0.8926174496644296,0.9076564854129572,0.1582614215454371,0.19783439502174172
17,0.3550149065885296,0.5278512913416662,36.443025408,475.20724177360535,0.10395584176632933,0.8728428701180745,0.9198508853681268,0.9577491613571667,0.18047882136279925,0.8489795918367347,0.7953020134228188,0.9052047664703465,0.1529941601735061,0.2095615329681948
18,0.3476599987820791,0.5198965635523374,36.443287552,476.4637818336487,0.10855565777368903,0.8365122615803815,0.9478098788443616,0.9576645140865756,0.1675874769797422,0.8081632653061225,0.8523489932885906,0.9033146144363786,0.1525359605525788,0.20097074134667936
19,0.3493950334981225,0.49706581674756173,36.443615232,476.7928385734558,0.11223551057957681,0.8110808356039964,0.9664492078285182,0.9608447120426826,0.16574585635359118,0.7714285714285715,0.8859060402684564,0.9004245993699495,0.1521111011985803,0.20161507373509624
20,0.3443052338111641,0.5094849302210128,36.443287552,477.8965027332306,0.10119595216191357,0.860127157129882,0.9384902143522833,0.9611409774897514,0.17495395948434622,0.8285714285714286,0.8221476510067114,0.9031365566360772,0.14851247981162985,0.20706954972074476
21,0.33880149723342873,0.5472285248964018,36.443774976,475.35889887809753,0.1025758969641214,0.8637602179836512,0.9319664492078286,0.9602868865294873,0.1731123388581952,0.8367346938775511,0.8187919463087249,0.9047390768387893,0.14834863577047264,0.2051362610093206
22,0.3413700115296243,0.5195143800388232,36.444073984,473.17943120002747,0.10211591536338549,0.8692098092643051,0.9273066169617894,0.961248479523402,0.17863720073664824,0.8285714285714286,0.8154362416107382,0.9057115463635118,0.15040685374640483,0.20916602756676483
23,0.3393354472608068,0.514353749418919,36.444073984,469.0095908641815,0.09751609935602579,0.8592188919164396,0.9468779123951537,0.9632233003462921,0.1731123388581952,0.8244897959183674,0.8288590604026845,0.9056019723325572,0.14522950394667544,0.20294357292597887
24,0.3311812314985587,0.4985966145869397,36.444073984,471.07338070869446,0.09291628334866608,0.8655767484105359,0.9496738117427772,0.9649230175397608,0.18416206261510126,0.8122448979591836,0.8187919463087249,0.9044651417614026,0.1435142465973167,0.20435313729768612
25,0.3267141558769293,0.5295347158327729,36.444336128,469.1298658847809,0.09613615455381785,0.8483197093551317,0.9608574091332712,0.9650042789195284,0.1731123388581952,0.7959183673469388,0.8523489932885906,0.9084508971373785,0.14309579286050866,0.19747576253901733
26,0.32417959943885943,0.5055512198837804,36.443652096,470.9942798614502,0.09475620975160992,0.8501362397820164,0.961789375582479,0.9663374734313379,0.17495395948434622,0.7959183673469388,0.8489932885906041,0.9073277633200931,0.141306102239396,0.1995589213282598
27,0.3304055406012596,0.5503415932885517,36.44381184,472.068514585495,0.09429622815087402,0.888283378746594,0.923578751164958,0.9649653411750565,0.18232044198895025,0.8448979591836735,0.7953020134228188,0.9075332146281332,0.14428829361423634,0.20902358424410827
28,0.32319718954734705,0.5211146662183603,36.443451392,472.44633626937866,0.08969641214351431,0.8764759309718437,0.9450139794967382,0.9669774067970065,0.17495395948434622,0.8326530612244898,0.8187919463087249,0.9111217641418984,0.14048923075991349,0.2010575453837653
29,0.3190581976513325,0.5213097066014091,36.443865088,474.7438440322876,0.08831646734130638,0.8719346049046321,0.9524697110904008,0.9678924437920962,0.17495395948434622,0.8204081632653061,0.8288590604026845,0.9100397205862211,0.13905773060551874,0.19969792747497384
30,0.32066241990118916,0.5055763015764969,36.443807744,473.1582715511322,0.09475620975160992,0.8419618528610354,0.9701770736253494,0.9675750165273795,0.16390423572744017,0.7877551020408163,0.8758389261744967,0.9081769620599919,0.1398247430901054,0.19501386992560044
31,0.3173759828100161,0.5117310174464511,36.443967488,472.7200229167938,0.09199632014719417,0.8564940962761126,0.9608574091332712,0.9678213400847995,0.17863720073664824,0.8040816326530612,0.8355704697986577,0.9086563484454184,0.13819325180263775,0.19810407523241602
32,0.3187855556349146,0.5060627117581458,36.44381184,471.75623631477356,0.09245630174793007,0.8483197093551317,0.9683131407269339,0.9681827839302236,0.1694290976058932,0.7918367346938775,0.8624161073825504,0.9092179153540609,0.1390618806690197,0.19592746822223428
33,0.31707021019570036,0.5074649119399858,36.444073984,471.06685400009155,0.08785648574057037,0.8628519527702089,0.9627213420316869,0.9680922113506911,0.17495395948434622,0.8122448979591836,0.8355704697986577,0.9090398575537598,0.1379746882619045,0.19846114257252367
34,0.3165327511630729,0.5118207872813498,36.444073984,470.94325828552246,0.08739650413983435,0.8646684831970936,0.961789375582479,0.9682141034203423,0.17495395948434622,0.8122448979591836,0.8355704697986577,0.9092316121079305,0.13787635233254925,0.1983627841002379
35,0.3165788231777923,0.5102655173660307,36.443860992,475.4159736633301,0.0892364305427783,0.860127157129882,0.9627213420316869,0.9683275307629343,0.1731123388581952,0.8081632653061225,0.8422818791946308,0.909053554307629,0.13787928338768796,0.19802466726142087
